dimension,slug,label,market,topic_code,intent,tier,review_days,schema_type,pulpopay,url_path
use-case,flota-transporte-pesado-larga-distancia-republica-dominicana-2026,Transporte pesado y larga distancia en República Dominicana 2026,republica-dominicana,transporte-pesado-larga-distancia,informational,3,90,Article,True,/casos-uso/flota-transporte-pesado-larga-distancia-republica-dominicana-2026/
use-case,flota-transporte-pesado-larga-distancia-republica-dominicana-guia-2026,Transporte pesado y larga distancia en República Dominicana 2026 · guía,republica-dominicana,transporte-pesado-larga-distancia,guia-practica,3,90,HowTo,True,/casos-uso/flota-transporte-pesado-larga-distancia-republica-dominicana-guia-2026/
use-case,flota-transporte-pesado-larga-distancia-latam-2026,Transporte pesado y larga distancia en LatAm 2026,latam,transporte-pesado-larga-distancia,informational,2,60,Article,True,/casos-uso/flota-transporte-pesado-larga-distancia-latam-2026/
use-case,flota-transporte-pesado-larga-distancia-latam-guia-2026,Transporte pesado y larga distancia en LatAm 2026 · guía,latam,transporte-pesado-larga-distancia,guia-practica,2,60,HowTo,True,/casos-uso/flota-transporte-pesado-larga-distancia-latam-guia-2026/
use-case,flota-perecederos-cadena-frio-mexico-2026,Perecederos y cadena de frío en México 2026,mexico,perecederos-cadena-frio,informational,1,30,Article,True,/casos-uso/flota-perecederos-cadena-frio-mexico-2026/
use-case,flota-perecederos-cadena-frio-mexico-guia-2026,Perecederos y cadena de frío en México 2026 · guía,mexico,perecederos-cadena-frio,guia-practica,1,30,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-mexico-guia-2026/
use-case,flota-perecederos-cadena-frio-espana-2026,Perecederos y cadena de frío en España 2026,espana,perecederos-cadena-frio,informational,1,30,Article,True,/casos-uso/flota-perecederos-cadena-frio-espana-2026/
use-case,flota-perecederos-cadena-frio-espana-guia-2026,Perecederos y cadena de frío en España 2026 · guía,espana,perecederos-cadena-frio,guia-practica,1,30,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-espana-guia-2026/
use-case,flota-perecederos-cadena-frio-colombia-2026,Perecederos y cadena de frío en Colombia 2026,colombia,perecederos-cadena-frio,informational,2,60,Article,True,/casos-uso/flota-perecederos-cadena-frio-colombia-2026/
use-case,flota-perecederos-cadena-frio-colombia-guia-2026,Perecederos y cadena de frío en Colombia 2026 · guía,colombia,perecederos-cadena-frio,guia-practica,2,60,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-colombia-guia-2026/
use-case,flota-perecederos-cadena-frio-chile-2026,Perecederos y cadena de frío en Chile 2026,chile,perecederos-cadena-frio,informational,2,60,Article,True,/casos-uso/flota-perecederos-cadena-frio-chile-2026/
use-case,flota-perecederos-cadena-frio-chile-guia-2026,Perecederos y cadena de frío en Chile 2026 · guía,chile,perecederos-cadena-frio,guia-practica,2,60,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-chile-guia-2026/
use-case,flota-perecederos-cadena-frio-argentina-2026,Perecederos y cadena de frío en Argentina 2026,argentina,perecederos-cadena-frio,informational,2,60,Article,True,/casos-uso/flota-perecederos-cadena-frio-argentina-2026/
use-case,flota-perecederos-cadena-frio-argentina-guia-2026,Perecederos y cadena de frío en Argentina 2026 · guía,argentina,perecederos-cadena-frio,guia-practica,2,60,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-argentina-guia-2026/
use-case,flota-perecederos-cadena-frio-peru-2026,Perecederos y cadena de frío en Perú 2026,peru,perecederos-cadena-frio,informational,2,60,Article,True,/casos-uso/flota-perecederos-cadena-frio-peru-2026/
use-case,flota-perecederos-cadena-frio-peru-guia-2026,Perecederos y cadena de frío en Perú 2026 · guía,peru,perecederos-cadena-frio,guia-practica,2,60,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-peru-guia-2026/
use-case,flota-perecederos-cadena-frio-ecuador-2026,Perecederos y cadena de frío en Ecuador 2026,ecuador,perecederos-cadena-frio,informational,3,90,Article,True,/casos-uso/flota-perecederos-cadena-frio-ecuador-2026/
use-case,flota-perecederos-cadena-frio-ecuador-guia-2026,Perecederos y cadena de frío en Ecuador 2026 · guía,ecuador,perecederos-cadena-frio,guia-practica,3,90,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-ecuador-guia-2026/
use-case,flota-perecederos-cadena-frio-uruguay-2026,Perecederos y cadena de frío en Uruguay 2026,uruguay,perecederos-cadena-frio,informational,3,90,Article,True,/casos-uso/flota-perecederos-cadena-frio-uruguay-2026/
use-case,flota-perecederos-cadena-frio-uruguay-guia-2026,Perecederos y cadena de frío en Uruguay 2026 · guía,uruguay,perecederos-cadena-frio,guia-practica,3,90,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-uruguay-guia-2026/
use-case,flota-perecederos-cadena-frio-republica-dominicana-2026,Perecederos y cadena de frío en República Dominicana 2026,republica-dominicana,perecederos-cadena-frio,informational,3,90,Article,True,/casos-uso/flota-perecederos-cadena-frio-republica-dominicana-2026/
use-case,flota-perecederos-cadena-frio-republica-dominicana-guia-2026,Perecederos y cadena de frío en República Dominicana 2026 · guía,republica-dominicana,perecederos-cadena-frio,guia-practica,3,90,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-republica-dominicana-guia-2026/
use-case,flota-perecederos-cadena-frio-latam-2026,Perecederos y cadena de frío en LatAm 2026,latam,perecederos-cadena-frio,informational,2,60,Article,True,/casos-uso/flota-perecederos-cadena-frio-latam-2026/
use-case,flota-perecederos-cadena-frio-latam-guia-2026,Perecederos y cadena de frío en LatAm 2026 · guía,latam,perecederos-cadena-frio,guia-practica,2,60,HowTo,True,/casos-uso/flota-perecederos-cadena-frio-latam-guia-2026/
use-case,flota-materiales-peligrosos-mexico-2026,Materiales peligrosos y químicos en México 2026,mexico,materiales-peligrosos,informational,2,60,Article,True,/casos-uso/flota-materiales-peligrosos-mexico-2026/
use-case,flota-materiales-peligrosos-mexico-guia-2026,Materiales peligrosos y químicos en México 2026 · guía,mexico,materiales-peligrosos,guia-practica,2,60,HowTo,True,/casos-uso/flota-materiales-peligrosos-mexico-guia-2026/
use-case,flota-materiales-peligrosos-espana-2026,Materiales peligrosos y químicos en España 2026,espana,materiales-peligrosos,informational,2,60,Article,True,/casos-uso/flota-materiales-peligrosos-espana-2026/
use-case,flota-materiales-peligrosos-espana-guia-2026,Materiales peligrosos y químicos en España 2026 · guía,espana,materiales-peligrosos,guia-practica,2,60,HowTo,True,/casos-uso/flota-materiales-peligrosos-espana-guia-2026/
use-case,flota-materiales-peligrosos-colombia-2026,Materiales peligrosos y químicos en Colombia 2026,colombia,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-colombia-2026/
use-case,flota-materiales-peligrosos-colombia-guia-2026,Materiales peligrosos y químicos en Colombia 2026 · guía,colombia,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-colombia-guia-2026/
use-case,flota-materiales-peligrosos-chile-2026,Materiales peligrosos y químicos en Chile 2026,chile,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-chile-2026/
use-case,flota-materiales-peligrosos-chile-guia-2026,Materiales peligrosos y químicos en Chile 2026 · guía,chile,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-chile-guia-2026/
use-case,flota-materiales-peligrosos-argentina-2026,Materiales peligrosos y químicos en Argentina 2026,argentina,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-argentina-2026/
use-case,flota-materiales-peligrosos-argentina-guia-2026,Materiales peligrosos y químicos en Argentina 2026 · guía,argentina,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-argentina-guia-2026/
use-case,flota-materiales-peligrosos-peru-2026,Materiales peligrosos y químicos en Perú 2026,peru,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-peru-2026/
use-case,flota-materiales-peligrosos-peru-guia-2026,Materiales peligrosos y químicos en Perú 2026 · guía,peru,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-peru-guia-2026/
use-case,flota-materiales-peligrosos-ecuador-2026,Materiales peligrosos y químicos en Ecuador 2026,ecuador,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-ecuador-2026/
use-case,flota-materiales-peligrosos-ecuador-guia-2026,Materiales peligrosos y químicos en Ecuador 2026 · guía,ecuador,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-ecuador-guia-2026/
use-case,flota-materiales-peligrosos-uruguay-2026,Materiales peligrosos y químicos en Uruguay 2026,uruguay,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-uruguay-2026/
use-case,flota-materiales-peligrosos-uruguay-guia-2026,Materiales peligrosos y químicos en Uruguay 2026 · guía,uruguay,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-uruguay-guia-2026/
use-case,flota-materiales-peligrosos-republica-dominicana-2026,Materiales peligrosos y químicos en República Dominicana 2026,republica-dominicana,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-republica-dominicana-2026/
use-case,flota-materiales-peligrosos-republica-dominicana-guia-2026,Materiales peligrosos y químicos en República Dominicana 2026 · guía,republica-dominicana,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-republica-dominicana-guia-2026/
use-case,flota-materiales-peligrosos-latam-2026,Materiales peligrosos y químicos en LatAm 2026,latam,materiales-peligrosos,informational,3,90,Article,True,/casos-uso/flota-materiales-peligrosos-latam-2026/
use-case,flota-materiales-peligrosos-latam-guia-2026,Materiales peligrosos y químicos en LatAm 2026 · guía,latam,materiales-peligrosos,guia-practica,3,90,HowTo,True,/casos-uso/flota-materiales-peligrosos-latam-guia-2026/
use-case,flota-flotas-publicas-municipales-mexico-2026,Flotas públicas y municipales en México 2026,mexico,flotas-publicas-municipales,informational,2,60,Article,True,/casos-uso/flota-flotas-publicas-municipales-mexico-2026/
use-case,flota-flotas-publicas-municipales-mexico-guia-2026,Flotas públicas y municipales en México 2026 · guía,mexico,flotas-publicas-municipales,guia-practica,2,60,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-mexico-guia-2026/
use-case,flota-flotas-publicas-municipales-espana-2026,Flotas públicas y municipales en España 2026,espana,flotas-publicas-municipales,informational,2,60,Article,True,/casos-uso/flota-flotas-publicas-municipales-espana-2026/
use-case,flota-flotas-publicas-municipales-espana-guia-2026,Flotas públicas y municipales en España 2026 · guía,espana,flotas-publicas-municipales,guia-practica,2,60,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-espana-guia-2026/
use-case,flota-flotas-publicas-municipales-colombia-2026,Flotas públicas y municipales en Colombia 2026,colombia,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-colombia-2026/
use-case,flota-flotas-publicas-municipales-colombia-guia-2026,Flotas públicas y municipales en Colombia 2026 · guía,colombia,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-colombia-guia-2026/
use-case,flota-flotas-publicas-municipales-chile-2026,Flotas públicas y municipales en Chile 2026,chile,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-chile-2026/
use-case,flota-flotas-publicas-municipales-chile-guia-2026,Flotas públicas y municipales en Chile 2026 · guía,chile,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-chile-guia-2026/
use-case,flota-flotas-publicas-municipales-argentina-2026,Flotas públicas y municipales en Argentina 2026,argentina,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-argentina-2026/
use-case,flota-flotas-publicas-municipales-argentina-guia-2026,Flotas públicas y municipales en Argentina 2026 · guía,argentina,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-argentina-guia-2026/
use-case,flota-flotas-publicas-municipales-peru-2026,Flotas públicas y municipales en Perú 2026,peru,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-peru-2026/
use-case,flota-flotas-publicas-municipales-peru-guia-2026,Flotas públicas y municipales en Perú 2026 · guía,peru,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-peru-guia-2026/
use-case,flota-flotas-publicas-municipales-ecuador-2026,Flotas públicas y municipales en Ecuador 2026,ecuador,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-ecuador-2026/
use-case,flota-flotas-publicas-municipales-ecuador-guia-2026,Flotas públicas y municipales en Ecuador 2026 · guía,ecuador,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-ecuador-guia-2026/
use-case,flota-flotas-publicas-municipales-uruguay-2026,Flotas públicas y municipales en Uruguay 2026,uruguay,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-uruguay-2026/
use-case,flota-flotas-publicas-municipales-uruguay-guia-2026,Flotas públicas y municipales en Uruguay 2026 · guía,uruguay,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-uruguay-guia-2026/
use-case,flota-flotas-publicas-municipales-republica-dominicana-2026,Flotas públicas y municipales en República Dominicana 2026,republica-dominicana,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-republica-dominicana-2026/
use-case,flota-flotas-publicas-municipales-republica-dominicana-guia-2026,Flotas públicas y municipales en República Dominicana 2026 · guía,republica-dominicana,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-republica-dominicana-guia-2026/
use-case,flota-flotas-publicas-municipales-latam-2026,Flotas públicas y municipales en LatAm 2026,latam,flotas-publicas-municipales,informational,3,90,Article,True,/casos-uso/flota-flotas-publicas-municipales-latam-2026/
use-case,flota-flotas-publicas-municipales-latam-guia-2026,Flotas públicas y municipales en LatAm 2026 · guía,latam,flotas-publicas-municipales,guia-practica,3,90,HowTo,True,/casos-uso/flota-flotas-publicas-municipales-latam-guia-2026/
use-case,flota-renting-leasing-gestores-mexico-2026,"Renting, leasing y gestores de flota en México 2026",mexico,renting-leasing-gestores,informational,1,30,Article,False,/casos-uso/flota-renting-leasing-gestores-mexico-2026/
use-case,flota-renting-leasing-gestores-mexico-guia-2026,"Renting, leasing y gestores de flota en México 2026 · guía",mexico,renting-leasing-gestores,guia-practica,1,30,HowTo,False,/casos-uso/flota-renting-leasing-gestores-mexico-guia-2026/
use-case,flota-renting-leasing-gestores-espana-2026,"Renting, leasing y gestores de flota en España 2026",espana,renting-leasing-gestores,informational,1,30,Article,False,/casos-uso/flota-renting-leasing-gestores-espana-2026/
use-case,flota-renting-leasing-gestores-espana-guia-2026,"Renting, leasing y gestores de flota en España 2026 · guía",espana,renting-leasing-gestores,guia-practica,1,30,HowTo,False,/casos-uso/flota-renting-leasing-gestores-espana-guia-2026/
use-case,flota-renting-leasing-gestores-colombia-2026,"Renting, leasing y gestores de flota en Colombia 2026",colombia,renting-leasing-gestores,informational,2,60,Article,False,/casos-uso/flota-renting-leasing-gestores-colombia-2026/
use-case,flota-renting-leasing-gestores-colombia-guia-2026,"Renting, leasing y gestores de flota en Colombia 2026 · guía",colombia,renting-leasing-gestores,guia-practica,2,60,HowTo,False,/casos-uso/flota-renting-leasing-gestores-colombia-guia-2026/
use-case,flota-renting-leasing-gestores-chile-2026,"Renting, leasing y gestores de flota en Chile 2026",chile,renting-leasing-gestores,informational,2,60,Article,False,/casos-uso/flota-renting-leasing-gestores-chile-2026/
use-case,flota-renting-leasing-gestores-chile-guia-2026,"Renting, leasing y gestores de flota en Chile 2026 · guía",chile,renting-leasing-gestores,guia-practica,2,60,HowTo,False,/casos-uso/flota-renting-leasing-gestores-chile-guia-2026/
use-case,flota-renting-leasing-gestores-argentina-2026,"Renting, leasing y gestores de flota en Argentina 2026",argentina,renting-leasing-gestores,informational,2,60,Article,False,/casos-uso/flota-renting-leasing-gestores-argentina-2026/
use-case,flota-renting-leasing-gestores-argentina-guia-2026,"Renting, leasing y gestores de flota en Argentina 2026 · guía",argentina,renting-leasing-gestores,guia-practica,2,60,HowTo,False,/casos-uso/flota-renting-leasing-gestores-argentina-guia-2026/
use-case,flota-renting-leasing-gestores-peru-2026,"Renting, leasing y gestores de flota en Perú 2026",peru,renting-leasing-gestores,informational,2,60,Article,False,/casos-uso/flota-renting-leasing-gestores-peru-2026/
use-case,flota-renting-leasing-gestores-peru-guia-2026,"Renting, leasing y gestores de flota en Perú 2026 · guía",peru,renting-leasing-gestores,guia-practica,2,60,HowTo,False,/casos-uso/flota-renting-leasing-gestores-peru-guia-2026/
use-case,flota-renting-leasing-gestores-ecuador-2026,"Renting, leasing y gestores de flota en Ecuador 2026",ecuador,renting-leasing-gestores,informational,3,90,Article,False,/casos-uso/flota-renting-leasing-gestores-ecuador-2026/
use-case,flota-renting-leasing-gestores-ecuador-guia-2026,"Renting, leasing y gestores de flota en Ecuador 2026 · guía",ecuador,renting-leasing-gestores,guia-practica,3,90,HowTo,False,/casos-uso/flota-renting-leasing-gestores-ecuador-guia-2026/
use-case,flota-renting-leasing-gestores-uruguay-2026,"Renting, leasing y gestores de flota en Uruguay 2026",uruguay,renting-leasing-gestores,informational,3,90,Article,False,/casos-uso/flota-renting-leasing-gestores-uruguay-2026/
use-case,flota-renting-leasing-gestores-uruguay-guia-2026,"Renting, leasing y gestores de flota en Uruguay 2026 · guía",uruguay,renting-leasing-gestores,guia-practica,3,90,HowTo,False,/casos-uso/flota-renting-leasing-gestores-uruguay-guia-2026/
use-case,flota-renting-leasing-gestores-republica-dominicana-2026,"Renting, leasing y gestores de flota en República Dominicana 2026",republica-dominicana,renting-leasing-gestores,informational,3,90,Article,False,/casos-uso/flota-renting-leasing-gestores-republica-dominicana-2026/
use-case,flota-renting-leasing-gestores-republica-dominicana-guia-2026,"Renting, leasing y gestores de flota en República Dominicana 2026 · guía",republica-dominicana,renting-leasing-gestores,guia-practica,3,90,HowTo,False,/casos-uso/flota-renting-leasing-gestores-republica-dominicana-guia-2026/
use-case,flota-renting-leasing-gestores-latam-2026,"Renting, leasing y gestores de flota en LatAm 2026",latam,renting-leasing-gestores,informational,2,60,Article,False,/casos-uso/flota-renting-leasing-gestores-latam-2026/
use-case,flota-renting-leasing-gestores-latam-guia-2026,"Renting, leasing y gestores de flota en LatAm 2026 · guía",latam,renting-leasing-gestores,guia-practica,2,60,HowTo,False,/casos-uso/flota-renting-leasing-gestores-latam-guia-2026/
use-case,flota-maquinaria-pesada-mexico-2026,Maquinaria pesada en México 2026,mexico,maquinaria-pesada,informational,2,60,Article,True,/casos-uso/flota-maquinaria-pesada-mexico-2026/
use-case,flota-maquinaria-pesada-mexico-guia-2026,Maquinaria pesada en México 2026 · guía,mexico,maquinaria-pesada,guia-practica,2,60,HowTo,True,/casos-uso/flota-maquinaria-pesada-mexico-guia-2026/
use-case,flota-maquinaria-pesada-espana-2026,Maquinaria pesada en España 2026,espana,maquinaria-pesada,informational,2,60,Article,True,/casos-uso/flota-maquinaria-pesada-espana-2026/
use-case,flota-maquinaria-pesada-espana-guia-2026,Maquinaria pesada en España 2026 · guía,espana,maquinaria-pesada,guia-practica,2,60,HowTo,True,/casos-uso/flota-maquinaria-pesada-espana-guia-2026/
use-case,flota-maquinaria-pesada-colombia-2026,Maquinaria pesada en Colombia 2026,colombia,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-colombia-2026/
use-case,flota-maquinaria-pesada-colombia-guia-2026,Maquinaria pesada en Colombia 2026 · guía,colombia,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-colombia-guia-2026/
use-case,flota-maquinaria-pesada-chile-2026,Maquinaria pesada en Chile 2026,chile,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-chile-2026/
use-case,flota-maquinaria-pesada-chile-guia-2026,Maquinaria pesada en Chile 2026 · guía,chile,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-chile-guia-2026/
use-case,flota-maquinaria-pesada-argentina-2026,Maquinaria pesada en Argentina 2026,argentina,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-argentina-2026/
use-case,flota-maquinaria-pesada-argentina-guia-2026,Maquinaria pesada en Argentina 2026 · guía,argentina,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-argentina-guia-2026/
use-case,flota-maquinaria-pesada-peru-2026,Maquinaria pesada en Perú 2026,peru,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-peru-2026/
use-case,flota-maquinaria-pesada-peru-guia-2026,Maquinaria pesada en Perú 2026 · guía,peru,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-peru-guia-2026/
use-case,flota-maquinaria-pesada-ecuador-2026,Maquinaria pesada en Ecuador 2026,ecuador,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-ecuador-2026/
use-case,flota-maquinaria-pesada-ecuador-guia-2026,Maquinaria pesada en Ecuador 2026 · guía,ecuador,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-ecuador-guia-2026/
use-case,flota-maquinaria-pesada-uruguay-2026,Maquinaria pesada en Uruguay 2026,uruguay,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-uruguay-2026/
use-case,flota-maquinaria-pesada-uruguay-guia-2026,Maquinaria pesada en Uruguay 2026 · guía,uruguay,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-uruguay-guia-2026/
use-case,flota-maquinaria-pesada-republica-dominicana-2026,Maquinaria pesada en República Dominicana 2026,republica-dominicana,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-republica-dominicana-2026/
use-case,flota-maquinaria-pesada-republica-dominicana-guia-2026,Maquinaria pesada en República Dominicana 2026 · guía,republica-dominicana,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-republica-dominicana-guia-2026/
use-case,flota-maquinaria-pesada-latam-2026,Maquinaria pesada en LatAm 2026,latam,maquinaria-pesada,informational,3,90,Article,True,/casos-uso/flota-maquinaria-pesada-latam-2026/
use-case,flota-maquinaria-pesada-latam-guia-2026,Maquinaria pesada en LatAm 2026 · guía,latam,maquinaria-pesada,guia-practica,3,90,HowTo,True,/casos-uso/flota-maquinaria-pesada-latam-guia-2026/
use-case,flota-taxis-vtc-movilidad-mexico-2026,"Taxis, VTC y movilidad bajo demanda en México 2026",mexico,taxis-vtc-movilidad,informational,2,60,Article,True,/casos-uso/flota-taxis-vtc-movilidad-mexico-2026/
use-case,flota-taxis-vtc-movilidad-mexico-guia-2026,"Taxis, VTC y movilidad bajo demanda en México 2026 · guía",mexico,taxis-vtc-movilidad,guia-practica,2,60,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-mexico-guia-2026/
use-case,flota-taxis-vtc-movilidad-espana-2026,"Taxis, VTC y movilidad bajo demanda en España 2026",espana,taxis-vtc-movilidad,informational,2,60,Article,True,/casos-uso/flota-taxis-vtc-movilidad-espana-2026/
use-case,flota-taxis-vtc-movilidad-espana-guia-2026,"Taxis, VTC y movilidad bajo demanda en España 2026 · guía",espana,taxis-vtc-movilidad,guia-practica,2,60,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-espana-guia-2026/
use-case,flota-taxis-vtc-movilidad-colombia-2026,"Taxis, VTC y movilidad bajo demanda en Colombia 2026",colombia,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-colombia-2026/
use-case,flota-taxis-vtc-movilidad-colombia-guia-2026,"Taxis, VTC y movilidad bajo demanda en Colombia 2026 · guía",colombia,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-colombia-guia-2026/
use-case,flota-taxis-vtc-movilidad-chile-2026,"Taxis, VTC y movilidad bajo demanda en Chile 2026",chile,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-chile-2026/
use-case,flota-taxis-vtc-movilidad-chile-guia-2026,"Taxis, VTC y movilidad bajo demanda en Chile 2026 · guía",chile,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-chile-guia-2026/
use-case,flota-taxis-vtc-movilidad-argentina-2026,"Taxis, VTC y movilidad bajo demanda en Argentina 2026",argentina,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-argentina-2026/
use-case,flota-taxis-vtc-movilidad-argentina-guia-2026,"Taxis, VTC y movilidad bajo demanda en Argentina 2026 · guía",argentina,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-argentina-guia-2026/
use-case,flota-taxis-vtc-movilidad-peru-2026,"Taxis, VTC y movilidad bajo demanda en Perú 2026",peru,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-peru-2026/
use-case,flota-taxis-vtc-movilidad-peru-guia-2026,"Taxis, VTC y movilidad bajo demanda en Perú 2026 · guía",peru,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-peru-guia-2026/
use-case,flota-taxis-vtc-movilidad-ecuador-2026,"Taxis, VTC y movilidad bajo demanda en Ecuador 2026",ecuador,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-ecuador-2026/
use-case,flota-taxis-vtc-movilidad-ecuador-guia-2026,"Taxis, VTC y movilidad bajo demanda en Ecuador 2026 · guía",ecuador,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-ecuador-guia-2026/
use-case,flota-taxis-vtc-movilidad-uruguay-2026,"Taxis, VTC y movilidad bajo demanda en Uruguay 2026",uruguay,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-uruguay-2026/
use-case,flota-taxis-vtc-movilidad-uruguay-guia-2026,"Taxis, VTC y movilidad bajo demanda en Uruguay 2026 · guía",uruguay,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-uruguay-guia-2026/
use-case,flota-taxis-vtc-movilidad-republica-dominicana-2026,"Taxis, VTC y movilidad bajo demanda en República Dominicana 2026",republica-dominicana,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-republica-dominicana-2026/
use-case,flota-taxis-vtc-movilidad-republica-dominicana-guia-2026,"Taxis, VTC y movilidad bajo demanda en República Dominicana 2026 · guía",republica-dominicana,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-republica-dominicana-guia-2026/
use-case,flota-taxis-vtc-movilidad-latam-2026,"Taxis, VTC y movilidad bajo demanda en LatAm 2026",latam,taxis-vtc-movilidad,informational,3,90,Article,True,/casos-uso/flota-taxis-vtc-movilidad-latam-2026/
use-case,flota-taxis-vtc-movilidad-latam-guia-2026,"Taxis, VTC y movilidad bajo demanda en LatAm 2026 · guía",latam,taxis-vtc-movilidad,guia-practica,3,90,HowTo,True,/casos-uso/flota-taxis-vtc-movilidad-latam-guia-2026/
